8.348421486656494750e+00,1.047961043698697470e+00
7.446404816795178405e+00,3.605008362562856838e+00
3.593108378080719589e+00,6.092383806181516981e+00
3.937795510882513561e+00,4.090726098608986838e+00
5.099024095896064424e+00,7.101479933270734790e+00
9.605262252056673944e+00,4.566211089389372368e+00
4.276515210616089746e+00,1.134637011199703949e+00
2.178988693465241155e+00,9.574720690679173529e+00
9.433507204043950267e+00,8.818242811564976691e+00
6.464105624033934738e+00,2.138248121306085547e+00
6.368320138068392033e+00,1.391462519849034907e+00
4.587040703053625101e+00,8.738631851563182451e+00
2.584503058670736486e+00,6.648510977625315732e+00
8.626743360369593105e+00,1.488480630442189367e+00
5.629499581589731960e+00,1.591552638131477071e+00
1.728949265822991022e+00,1.040229609902311170e+00
2.029375930001671158e+00,4.551892967228878817e+00
7.945749162282169209e+00,9.908226809807816338e+00
8.050172005804522968e+00,3.774154057164223808e+00
5.157374256218394848e+00,5.889892137207741740e-01
7.110956862030286985e+00,7.250781339763612277e-01
8.826115819298797405e+00,7.260578185665585771e+00
8.333662124417559269e+00,7.102306838296174263e+00
6.974299182041917788e+00,9.301028034081724627e+00
8.816727488572830396e+00,9.497198329645806236e-01
4.564964172374024187e+00,4.927234918566441024e+00
1.089735039358321611e+00,1.537344608617496888e+00
9.842840333065112191e+00,2.715601537119486153e+00
8.971518866243714641e+00,1.642346455240847325e+00
1.323582947385304465e+00,3.173534026693193510e+00
3.074225588256224384e+00,4.220551867544006797e+00
3.309963908007662603e+00,5.680753729212469239e+00
9.528466156114845376e-01,7.979774848511883789e+00
2.686563704779281192e+00,9.114149129223619639e+00
9.017439796658578643e+00,1.585780035126382881e-01
8.536822459822596798e+00,6.756061736700550213e+00
3.768029232900815817e-01,3.089478328226232584e+00
5.642494920121722046e+00,5.940776294527924328e+00
6.808134077938225559e+00,6.324318250021735643e+00
9.387024895420674753e+00,7.371195927409809556e+00
7.448555100647624272e+00,1.088855952904408397e+00
4.936352725997194213e+00,8.667510360721749407e+00
1.825510768295179886e-01,1.829037207405661558e+00
1.126798780852378279e+00,8.532976592118187043e+00
4.845414880222509435e-01,4.994288951602711357e+00
5.030898689918647193e+00,7.647271350558673575e+00
3.474789168890825231e+00,9.314189319064098527e+00
2.992059158220241599e+00,5.511294837765760235e+00
